timestamp,run_id,node,elapsed_ms,success
2025-12-16T08:49:52.290979,b6372250-c7a8-4b26-b72c-a5e33bb5efe7,run_rag,6717.85,True
2025-12-16T08:49:52.291976,b6372250-c7a8-4b26-b72c-a5e33bb5efe7,rag_node,6718.93,True
2025-12-16T08:49:54.371174,b6372250-c7a8-4b26-b72c-a5e33bb5efe7,sanitization,2077.68,True
2025-12-16T08:49:54.372173,b6372250-c7a8-4b26-b72c-a5e33bb5efe7,api_chat,9561.06,True
2025-12-16T08:50:06.167944,2d5d2ef7-6822-43a4-b42e-5327496f8af4,decide_workflow,1242.47,True
2025-12-16T08:50:06.167944,2d5d2ef7-6822-43a4-b42e-5327496f8af4,workflow_node,1243.41,True
2025-12-16T08:50:12.107858,2d5d2ef7-6822-43a4-b42e-5327496f8af4,run_rag,5937.94,True
2025-12-16T08:50:12.107858,2d5d2ef7-6822-43a4-b42e-5327496f8af4,rag_node,5938.96,True
2025-12-16T08:50:13.473968,2d5d2ef7-6822-43a4-b42e-5327496f8af4,sanitization,1359.81,True
2025-12-16T08:50:13.473968,2d5d2ef7-6822-43a4-b42e-5327496f8af4,api_chat,8546.46,True
2025-12-16T08:50:30.101675,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,decide_workflow,681.26,True
2025-12-16T08:50:30.103689,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,workflow_node,682.34,True
2025-12-16T08:50:37.409120,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,run_rag,7307.65,True
2025-12-16T08:50:37.409120,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,rag_node,7308.81,True
2025-12-16T08:50:40.546927,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,sanitization,3131.67,True
2025-12-16T08:50:40.547930,87aaf707-a01f-4ae4-9f1f-ee6851aecaac,api_chat,11126.92,True
2025-12-16T08:51:12.284835,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,decide_workflow,589.66,True
2025-12-16T08:51:12.285842,cbc5624d-c8fc-449c-b1ce-8b17d06ec45f,workflow_node,590.76,True
